Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0000375,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-6.6,4.6,7,30244,276,407,17,4.2,0.99,4686|6629|6632|7536|8570|9733|10419|10432|23517|25929|29896|51340|55110|79084|94104|96764|220988,NCBP1|SNRPB2|SNRPD1|SF1|KHSRP|SART3|PRMT5|RBM14|MTREX|GEMIN5|TRA2A|CRNKL1|MAGOHB|WDR77|PAXBP1|TGS1|HNRNPA3,-5
MyList,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-6.6,2.9,6.2,30244,773,407,30,7.4,1.3,351|558|857|1460|1654|1981|3066|3320|3654|4038|4057|4853|5478|5747|7018|7037|7057|7186|7436|7804|8878|9125|9500|9530|10399|10961|51429|84962|85440|85456,APP|AXL|CAV1|CSNK2B|DDX3X|EIF4G1|HDAC2|HSP90AA1|IRAK1|LRP4|LTF|NOTCH2|PPIA|PTK2|TF|TFRC|THBS1|TRAF2|VLDLR|LRP8|SQSTM1|CNOT9|MAGED1|BAG4|RACK1|ERP29|SNX9|AJUBA|DOCK7|TNKS1BP1,-5
MyList,GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-6.5,4.5,6.9,30244,279,407,17,4.2,0.99,87|351|667|829|1000|1004|1495|1499|2017|3915|4038|6712|6801|7094|7205|8502|84962,ACTN1|APP|DST|CAPZA1|CDH2|CDH6|CTNNA1|CTNNB1|CTTN|LAMC1|LRP4|SPTBN2|STRN|TLN1|TRIP6|PKP4|AJUBA,-5
MyList,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-6.5,3.1,6.3,30244,651,407,27,6.6,1.2,87|334|351|832|1000|1004|1267|1499|2017|3320|4038|4747|4853|5747|7204|7436|7465|7804|7846|8239|9733|10163|10427|11252|23191|85440|285527,ACTN1|APLP2|APP|CAPZB|CDH2|CDH6|CNP|CTNNB1|CTTN|HSP90AA1|LRP4|NEFL|NOTCH2|PTK2|TRIO|VLDLR|WEE1|LRP8|TUBA1A|USP9X|SART3|WASF2|SEC24B|PACSIN2|CYFIP1|DOCK7|FRYL,-5
MyList,Reactome Gene Sets,6,R-HSA-3371511,HSF1 activation,,-6.5,31,12,30244,12,407,5,1.2,0.55,3320|6117|6118|7415|7531,HSP90AA1|RPA1|RPA2|VCP|YWHAE,-5
MyList,CORUM,33,CORUM:5196,"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",,-6.5,31,12,30244,12,407,5,1.2,0.55,4791|5537|9701|22870|23243,NFKB2|PPP6C|PPP6R2|PPP6R1|ANKRD28,-5
MyList,KEGG Pathway,24,hsa05132,Salmonella infection,,-6.5,4.8,7,30244,249,407,16,3.9,0.96,1499|3320|3654|3836|3839|7184|7186|7280|7846|10121|10382|23191|51429|79443|84617|347733,CTNNB1|HSP90AA1|IRAK1|KPNA1|KPNA3|HSP90B1|TRAF2|TUBB2A|TUBA1A|ACTR1A|TUBB4A|CYFIP1|SNX9|FYCO1|TUBB6|TUBB2B,-5
MyList,KEGG Pathway,24,hsa04144,Endocytosis,,-6.5,4.7,6.9,30244,251,407,16,3.9,0.96,161|829|830|832|857|1213|2060|3310|3949|7037|8218|8411|23362|26056|26286|58513,AP2A2|CAPZA1|CAPZA2|CAPZB|CAV1|CLTC|EPS15|HSPA6|LDLR|TFRC|CLTCL1|EEA1|PSD3|RAB11FIP5|ARFGAP3|EPS15L1,-4.9
MyList,Reactome Gene Sets,6,R-HSA-2467813,Separation of Sister Chromatids,,-6.4,5.4,7.2,30244,191,407,14,3.4,0.9,5516|5518|5684|5700|5704|5905|6396|7280|7514|7846|10382|55746|84617|347733,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|RANGAP1|SEC13|TUBB2A|XPO1|TUBA1A|TUBB4A|NUP133|TUBB6|TUBB2B,-4.9
MyList,Reactome Gene Sets,6,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,,-6.4,9.7,8.4,30244,69,407,9,2.2,0.73,3310|4927|6117|6118|6396|7531|9530|9631|55746,HSPA6|NUP88|RPA1|RPA2|SEC13|YWHAE|BAG4|NUP155|NUP133,-4.9
MyList,GO Biological Processes,19,GO:1901224,positive regulation of NIK/NF-kappaB signaling,19_GO:0048518 positive regulation of biological process,-6.4,9.7,8.4,30244,69,407,9,2.2,0.73,81|351|811|1654|3654|7205|10616|27250|192669,ACTN4|APP|CALR|DDX3X|IRAK1|TRIP6|RBCK1|PDCD4|AGO3,-4.9
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-6.4,8.3,8.1,30244,90,407,10,2.5,0.77,667|871|1508|4015|4016|4017|5033|5034|5351|5479,DST|SERPINH1|CTSB|LOX|LOXL1|LOXL2|P4HA1|P4HB|PLOD1|PPIB,-4.9
MyList,GO Biological Processes,19,GO:0006898,receptor-mediated endocytosis,19_GO:0051179 localization,-6.4,5.9,7.3,30244,164,407,13,3.2,0.87,161|857|1213|2017|2060|3339|3949|4035|7037|7436|8218|9260|51429,AP2A2|CAV1|CLTC|CTTN|EPS15|HSPG2|LDLR|LRP1|TFRC|VLDLR|CLTCL1|PDLIM7|SNX9,-4.9
MyList,GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-6.4,5.9,7.3,30244,165,407,13,3.2,0.87,558|1654|4057|5034|5478|6737|6780|9582|10155|23367|23633|56829|85363,AXL|DDX3X|LTF|P4HB|PPIA|TRIM21|STAU1|APOBEC3B|TRIM28|LARP1|KPNA6|ZC3HAV1|TRIM5,-4.9
MyList,KEGG Pathway,24,hsa03010,Ribosome,,-6.3,5.8,7.2,30244,167,407,13,3.2,0.87,3921|6192|6218|6224|9801|10573|29074|51069|54948|55168|63875|64965|65008,RPSA|RPS4Y1|RPS17|RPS20|MRPL19|MRPL28|MRPL18|MRPL2|MRPL16|MRPS18A|MRPL17|MRPS9|MRPL1,-4.8
MyList,WikiPathways,27,WP1982,Sterol regulatory element-binding proteins (SREBP) signaling,,-6.3,9.4,8.3,30244,71,407,9,2.2,0.73,31|2194|3949|6396|9632|10427|10484|10802|22872,ACACA|FASN|LDLR|SEC13|SEC24C|SEC24B|SEC23A|SEC24A|SEC31A,-4.8
MyList,GO Biological Processes,19,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,19_GO:0048518 positive regulation of biological process,-6.3,50,14,30244,6,407,4,0.98,0.49,4848|23019|57472|246175,CNOT2|CNOT1|CNOT6|CNOT6L,-4.8
MyList,GO Biological Processes,19,GO:1905214,regulation of RNA binding,19_GO:0065007 biological regulation,-6.3,29,12,30244,13,407,5,1.2,0.55,1981|3646|4686|8663|8664,EIF4G1|EIF3E|NCBP1|EIF3C|EIF3D,-4.8
MyList,GO Biological Processes,19,GO:0032271,regulation of protein polymerization,19_GO:0050789 regulation of biological process,-6.3,5.3,7,30244,197,407,14,3.4,0.9,829|830|832|1859|2017|3320|5962|6709|6712|9530|10382|23191|25959|51429,CAPZA1|CAPZA2|CAPZB|DYRK1A|CTTN|HSP90AA1|RDX|SPTAN1|SPTBN2|BAG4|TUBB4A|CYFIP1|KANK2|SNX9,-4.8
MyList,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-6.3,3,6.1,30244,670,407,27,6.6,1.2,334|351|1267|1495|1499|2017|3066|3276|3320|4038|4313|4747|4853|5747|6801|7204|7431|7436|7465|7804|7846|8239|9321|10427|23191|85440|285527,APLP2|APP|CNP|CTNNA1|CTNNB1|CTTN|HDAC2|PRMT1|HSP90AA1|LRP4|MMP2|NEFL|NOTCH2|PTK2|STRN|TRIO|VIM|VLDLR|WEE1|LRP8|TUBA1A|USP9X|TRIP11|SEC24B|CYFIP1|DOCK7|FRYL,-4.8
MyList,Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-6.3,9.3,8.2,30244,72,407,9,2.2,0.73,1974|1981|3836|3839|4927|6396|7318|9631|55746,EIF4A2|EIF4G1|KPNA1|KPNA3|NUP88|SEC13|UBA7|NUP155|NUP133,-4.8
MyList,WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis (FSGS),,-6.3,9.3,8.2,30244,72,407,9,2.2,0.73,81|1000|1499|4643|5747|7094|7402|7431|375790,ACTN4|CDH2|CTNNB1|MYO1E|PTK2|TLN1|UTRN|VIM|AGRN,-4.8
MyList,Reactome Gene Sets,6,R-HSA-9678108,SARS-CoV-1 Infection,,-6.3,6.3,7.4,30244,142,407,12,2.9,0.84,857|3921|5478|5479|6192|6218|6224|7415|7529|7531|7532|64398,CAV1|RPSA|PPIA|PPIB|RPS4Y1|RPS17|RPS20|VCP|YWHAB|YWHAE|YWHAG|PALS1,-4.8
MyList,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-6.3,2.9,6,30244,714,407,28,6.9,1.3,351|857|1460|1654|1981|3066|3320|3654|4038|4057|4853|5478|5747|7037|7057|7186|7436|7804|8878|9125|9500|9530|10399|10961|51429|84962|85440|85456,APP|CAV1|CSNK2B|DDX3X|EIF4G1|HDAC2|HSP90AA1|IRAK1|LRP4|LTF|NOTCH2|PPIA|PTK2|TFRC|THBS1|TRAF2|VLDLR|LRP8|SQSTM1|CNOT9|MAGED1|BAG4|RACK1|ERP29|SNX9|AJUBA|DOCK7|TNKS1BP1,-4.7
MyList,Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-6.2,3.5,6.3,30244,473,407,22,5.4,1.1,351|829|3320|3654|4313|4791|5034|5478|5516|5518|5684|5700|5704|5783|5784|6950|7076|7184|7186|7431|8878|27250,APP|CAPZA1|HSP90AA1|IRAK1|MMP2|NFKB2|P4HB|PPIA|PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|PTPN13|PTPN14|TCP1|TIMP1|HSP90B1|TRAF2|VIM|SQSTM1|PDCD4,-4.7
MyList,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-6.2,2.9,6,30244,719,407,28,6.9,1.3,334|351|857|871|1508|1522|1654|1718|3066|4035|4057|5684|5700|5704|5747|6599|6695|6737|7057|7076|7077|7415|7514|8239|8667|10399|29763|51429,APLP2|APP|CAV1|SERPINH1|CTSB|CTSZ|DDX3X|DHCR24|HDAC2|LRP1|LTF|PSMA3|PSMC1|PSMC4|PTK2|SMARCC1|SPOCK1|TRIM21|THBS1|TIMP1|TIMP2|VCP|XPO1|USP9X|EIF3H|RACK1|PACSIN3|SNX9,-4.7
MyList,KEGG Pathway,24,hsa05022,Pathways of neurodegeneration - multiple diseases,,-6.2,3.4,6.3,30244,476,407,22,5.4,1.1,351|506|824|1460|1499|4747|5630|5684|5700|5704|6712|7186|7280|7318|7385|7415|7846|8878|10121|10382|84617|347733,APP|ATP5F1B|CAPN2|CSNK2B|CTNNB1|NEFL|PRPH|PSMA3|PSMC1|PSMC4|SPTBN2|TRAF2|TUBB2A|UBA7|UQCRC2|VCP|TUBA1A|SQSTM1|ACTR1A|TUBB4A|TUBB6|TUBB2B,-4.7
MyList,GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-6.2,5.6,7.1,30244,172,407,13,3.2,0.87,3066|3301|3310|3320|3490|3654|5931|7057|7415|7531|8890|8891|391634,HDAC2|DNAJA1|HSPA6|HSP90AA1|IGFBP7|IRAK1|RBBP7|THBS1|VCP|YWHAE|EIF2B4|EIF2B3|HSP90AB2P,-4.7
MyList,Reactome Gene Sets,6,R-HSA-9013424,RHOV GTPase cycle,,-6.2,14,9.1,30244,38,407,7,1.7,0.64,667|1213|6709|8239|9738|11180|79598,DST|CLTC|SPTAN1|USP9X|CCP110|WDR6|CEP97,-4.7
MyList,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-6.1,3.3,6.2,30244,519,407,23,5.7,1.1,824|829|830|832|1213|1540|1859|2017|4035|4853|5747|5962|6050|6709|6712|9530|10163|10382|10432|23191|25959|51429|79598,CAPN2|CAPZA1|CAPZA2|CAPZB|CLTC|CYLD|DYRK1A|CTTN|LRP1|NOTCH2|PTK2|RDX|RNH1|SPTAN1|SPTBN2|BAG4|WASF2|TUBB4A|RBM14|CYFIP1|KANK2|SNX9|CEP97,-4.6
MyList,GO Biological Processes,19,GO:0032272,negative regulation of protein polymerization,19_GO:0048519 negative regulation of biological process,-6.1,8.8,8,30244,76,407,9,2.2,0.73,829|830|832|1859|5962|6709|6712|10382|25959,CAPZA1|CAPZA2|CAPZB|DYRK1A|RDX|SPTAN1|SPTBN2|TUBB4A|KANK2,-4.6
MyList,Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-6.1,4.7,6.7,30244,236,407,15,3.7,0.93,5516|5518|5684|5700|5704|5905|6396|7280|7514|7846|9631|10382|55746|84617|347733,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|RANGAP1|SEC13|TUBB2A|XPO1|TUBA1A|NUP155|TUBB4A|NUP133|TUBB6|TUBB2B,-4.6
MyList,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-6.1,3.3,6.1,30244,524,407,23,5.7,1.1,161|558|857|1213|1495|1499|2060|3066|3320|3915|4686|5437|5516|5518|5747|7057|7072|7529|8065|10163|23191|58513|85440,AP2A2|AXL|CAV1|CLTC|CTNNA1|CTNNB1|EPS15|HDAC2|HSP90AA1|LAMC1|NCBP1|POLR2H|PPP2CB|PPP2R1A|PTK2|THBS1|TIA1|YWHAB|CUL5|WASF2|CYFIP1|EPS15L1|DOCK7,-4.6
MyList,Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-6,4.7,6.7,30244,237,407,15,3.7,0.93,5516|5518|5684|5700|5704|5905|6396|7280|7514|7846|9631|10382|55746|84617|347733,PPP2CB|PPP2R1A|PSMA3|PSMC1|PSMC4|RANGAP1|SEC13|TUBB2A|XPO1|TUBA1A|NUP155|TUBB4A|NUP133|TUBB6|TUBB2B,-4.6
MyList,Reactome Gene Sets,6,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,,-6,7.5,7.6,30244,99,407,10,2.5,0.77,372|1315|7280|7846|10382|11316|22820|26286|84617|347733,ARCN1|COPB1|TUBB2A|TUBA1A|TUBB4A|COPE|COPG1|ARFGAP3|TUBB6|TUBB2B,-4.5
MyList,Reactome Gene Sets,6,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,,-6,8.7,7.9,30244,77,407,9,2.2,0.73,3320|5684|5700|5704|7280|7846|10382|84617|347733,HSP90AA1|PSMA3|PSMC1|PSMC4|TUBB2A|TUBA1A|TUBB4A|TUBB6|TUBB2B,-4.5
MyList,WikiPathways,27,WP500,Glycogen synthesis and degradation,,-6,13,8.9,30244,40,407,7,1.7,0.64,5255|5256|5257|5261|5516|5518|5523,PHKA1|PHKA2|PHKB|PHKG2|PPP2CB|PPP2R1A|PPP2R3A,-4.5
MyList,GO Biological Processes,19,GO:0007044,cell-substrate junction assembly,19_GO:0009987 cellular process,-6,13,8.9,30244,40,407,7,1.7,0.64,87|667|2017|3915|7094|7205|84962,ACTN1|DST|CTTN|LAMC1|TLN1|TRIP6|AJUBA,-4.5
MyList,GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-6,3.9,6.4,30244,339,407,18,4.4,1,857|2060|5537|6396|8411|8878|9632|9919|10342|10427|10484|10497|10802|22872|26286|51479|89866|375056,CAV1|EPS15|PPP6C|SEC13|EEA1|SQSTM1|SEC24C|SEC16A|TFG|SEC24B|SEC23A|UNC13B|SEC24A|SEC31A|ARFGAP3|ANKFY1|SEC16B|MIA3,-4.5
MyList,GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-6,3.3,6.1,30244,489,407,22,5.4,1.1,351|4686|6629|6632|7072|7536|8570|9733|10419|10432|11052|23517|25929|26993|29896|51340|55110|79084|94104|96764|220988|246175,APP|NCBP1|SNRPB2|SNRPD1|TIA1|SF1|KHSRP|SART3|PRMT5|RBM14|CPSF6|MTREX|GEMIN5|AKAP8L|TRA2A|CRNKL1|MAGOHB|WDR77|PAXBP1|TGS1|HNRNPA3|CNOT6L,-4.5
MyList,GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-6,4.4,6.5,30244,272,407,16,3.9,0.96,4686|6629|6632|7536|9733|10419|10432|23517|25929|29896|51340|55110|79084|94104|96764|220988,NCBP1|SNRPB2|SNRPD1|SF1|SART3|PRMT5|RBM14|MTREX|GEMIN5|TRA2A|CRNKL1|MAGOHB|WDR77|PAXBP1|TGS1|HNRNPA3,-4.5
MyList,GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-6,4.4,6.5,30244,272,407,16,3.9,0.96,4686|6629|6632|7536|9733|10419|10432|23517|25929|29896|51340|55110|79084|94104|96764|220988,NCBP1|SNRPB2|SNRPD1|SF1|SART3|PRMT5|RBM14|MTREX|GEMIN5|TRA2A|CRNKL1|MAGOHB|WDR77|PAXBP1|TGS1|HNRNPA3,-4.5
MyList,KEGG Pathway,24,hsa05016,Huntington disease,,-6,4.1,6.4,30244,306,407,17,4.2,0.99,161|506|1213|3066|5437|5684|5700|5704|7186|7280|7385|7846|8218|10121|10382|84617|347733,AP2A2|ATP5F1B|CLTC|HDAC2|POLR2H|PSMA3|PSMC1|PSMC4|TRAF2|TUBB2A|UQCRC2|TUBA1A|CLTCL1|ACTR1A|TUBB4A|TUBB6|TUBB2B,-4.5
MyList,GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-6,3.9,6.3,30244,341,407,18,4.4,1,811|1499|5516|5684|5700|5704|7184|7415|8065|8924|9867|10613|10616|23197|54431|54476|57003|114088,CALR|CTNNB1|PPP2CB|PSMA3|PSMC1|PSMC4|HSP90B1|VCP|CUL5|HERC2|PJA2|ERLIN1|RBCK1|FAF2|DNAJC10|RNF216|CCDC47|TRIM9,-4.5
MyList,GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-6,3,6,30244,611,407,25,6.1,1.2,351|984|1213|4927|5516|5518|5537|6118|7280|7415|7465|7846|8065|8218|9319|10382|10534|23172|26058|26993|27229|51429|84617|91754|347733,APP|CDK11B|CLTC|NUP88|PPP2CB|PPP2R1A|PPP6C|RPA2|TUBB2A|VCP|WEE1|TUBA1A|CUL5|CLTCL1|TRIP13|TUBB4A|ZNRD2|ABRAXAS2|GIGYF2|AKAP8L|TUBGCP4|SNX9|TUBB6|NEK9|TUBB2B,-4.5
MyList,Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-6,5.4,6.9,30244,180,407,13,3.2,0.87,1499|3836|5684|5700|5704|5747|6709|7186|7431|7529|7531|7532|9500,CTNNB1|KPNA1|PSMA3|PSMC1|PSMC4|PTK2|SPTAN1|TRAF2|VIM|YWHAB|YWHAE|YWHAG|MAGED1,-4.5
MyList,GO Biological Processes,19,GO:1904874,positive regulation of telomerase RNA localization to Cajal body,19_GO:0051179 localization,-5.9,25,11,30244,15,407,5,1.2,0.55,6950|8607|10575|10576|10694,TCP1|RUVBL1|CCT4|CCT2|CCT8,-4.5
MyList,GO Biological Processes,19,GO:0033147,negative regulation of intracellular estrogen receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-5.9,25,11,30244,15,407,5,1.2,0.55,4848|9125|23019|25959|29966,CNOT2|CNOT9|CNOT1|KANK2|STRN3,-4.5
MyList,Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-5.9,6.5,7.2,30244,126,407,11,2.7,0.8,5516|5518|5905|6396|7280|7514|7846|10382|55746|84617|347733,PPP2CB|PPP2R1A|RANGAP1|SEC13|TUBB2A|XPO1|TUBA1A|TUBB4A|NUP133|TUBB6|TUBB2B,-4.5
MyList,GO Biological Processes,19,GO:0051028,mRNA transport,19_GO:0051179 localization,-5.9,6.5,7.2,30244,126,407,11,2.7,0.8,4686|4927|5976|6396|7514|8570|9631|55110|55746|84248|220988,NCBP1|NUP88|UPF1|SEC13|XPO1|KHSRP|NUP155|MAGOHB|NUP133|FYTTD1|HNRNPA3,-4.5
MyList,Reactome Gene Sets,6,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,,-5.9,6.5,7.2,30244,126,407,11,2.7,0.8,3320|3654|4927|6396|9631|9632|10427|10484|10802|23367|55746,HSP90AA1|IRAK1|NUP88|SEC13|NUP155|SEC24C|SEC24B|SEC23A|SEC24A|LARP1|NUP133,-4.5
MyList,GO Biological Processes,19,GO:0080135,regulation of cellular response to stress,19_GO:0050896 response to stimulus,-5.9,2.9,5.8,30244,700,407,27,6.6,1.2,351|857|1499|1540|1859|1981|3276|3301|5034|5478|5831|5859|6118|6599|7186|8607|9521|9867|9958|10155|10399|10961|26168|27250|55161|84962|115004,APP|CAV1|CTNNB1|CYLD|DYRK1A|EIF4G1|PRMT1|DNAJA1|P4HB|PPIA|PYCR1|QARS1|RPA2|SMARCC1|TRAF2|RUVBL1|EEF1E1|PJA2|USP15|TRIM28|RACK1|ERP29|SENP3|PDCD4|TMEM33|AJUBA|CGAS,-4.4
MyList,GO Biological Processes,19,GO:0050657,nucleic acid transport,19_GO:0051179 localization,-5.9,5.8,7,30244,154,407,12,2.9,0.84,4686|4927|5976|6396|7514|8570|9631|29074|55110|55746|84248|220988,NCBP1|NUP88|UPF1|SEC13|XPO1|KHSRP|NUP155|MRPL18|MAGOHB|NUP133|FYTTD1|HNRNPA3,-4.4
MyList,GO Biological Processes,19,GO:0050658,RNA transport,19_GO:0051179 localization,-5.9,5.8,7,30244,154,407,12,2.9,0.84,4686|4927|5976|6396|7514|8570|9631|29074|55110|55746|84248|220988,NCBP1|NUP88|UPF1|SEC13|XPO1|KHSRP|NUP155|MRPL18|MAGOHB|NUP133|FYTTD1|HNRNPA3,-4.4
MyList,Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signaling,,-5.9,5.8,7,30244,154,407,12,2.9,0.84,1540|3066|3654|7186|7204|7531|8878|9500|9530|9828|10399|10616,CYLD|HDAC2|IRAK1|TRAF2|TRIO|YWHAE|SQSTM1|MAGED1|BAG4|ARHGEF17|RACK1|RBCK1,-4.4
MyList,Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-5.9,8.4,7.7,30244,80,407,9,2.2,0.73,1974|1981|3836|3839|4927|6396|7318|9631|55746,EIF4A2|EIF4G1|KPNA1|KPNA3|NUP88|SEC13|UBA7|NUP155|NUP133,-4.4
MyList,Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-5.9,4.9,6.6,30244,213,407,14,3.4,0.9,1499|3320|3836|5684|5700|5704|5747|6709|7186|7431|7529|7531|7532|9500,CTNNB1|HSP90AA1|KPNA1|PSMA3|PSMC1|PSMC4|PTK2|SPTAN1|TRAF2|VIM|YWHAB|YWHAE|YWHAG|MAGED1,-4.4
MyList,GO Biological Processes,19,GO:0051648,vesicle localization,19_GO:0051179 localization,-5.9,5.3,6.8,30244,183,407,13,3.2,0.87,81|1000|1499|4430|4643|5537|9321|9919|10342|26286|79443|89866|157769,ACTN4|CDH2|CTNNB1|MYO1B|MYO1E|PPP6C|TRIP11|SEC16A|TFG|ARFGAP3|FYCO1|SEC16B|FAM91A1,-4.4
MyList,GO Biological Processes,19,GO:0150115,cell-substrate junction organization,19_GO:0009987 cellular process,-5.9,12,8.6,30244,42,407,7,1.7,0.64,87|667|2017|3915|7094|7205|84962,ACTN1|DST|CTTN|LAMC1|TLN1|TRIP6|AJUBA,-4.4
MyList,Reactome Gene Sets,6,R-HSA-9696273,RND1 GTPase cycle,,-5.9,12,8.6,30244,42,407,7,1.7,0.64,667|857|1362|5783|7037|8502|11180,DST|CAV1|CPD|PTPN13|TFRC|PKP4|WDR6,-4.4
MyList,GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-5.9,3.7,6.2,30244,384,407,19,4.7,1,857|1495|1499|1540|1654|2017|3301|5034|5478|5518|5859|7057|7186|9500|9521|9958|10399|10616|10961,CAV1|CTNNA1|CTNNB1|CYLD|DDX3X|CTTN|DNAJA1|P4HB|PPIA|PPP2R1A|QARS1|THBS1|TRAF2|MAGED1|EEF1E1|USP15|RACK1|RBCK1|ERP29,-4.4
MyList,GO Biological Processes,19,GO:0006446,regulation of translational initiation,19_GO:0008152 metabolic process,-5.8,8.3,7.6,30244,81,407,9,2.2,0.73,1654|1974|1981|3646|4686|8662|8667|23367|27335,DDX3X|EIF4A2|EIF4G1|EIF3E|NCBP1|EIF3B|EIF3H|LARP1|EIF3K,-4.4
MyList,Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-5.8,6.3,7.1,30244,129,407,11,2.7,0.8,81|87|334|351|813|3959|5478|7018|7057|7076|7094,ACTN4|ACTN1|APLP2|APP|CALU|LGALS3BP|PPIA|TF|THBS1|TIMP1|TLN1,-4.4
MyList,GO Biological Processes,19,GO:0051236,establishment of RNA localization,19_GO:0051179 localization,-5.8,5.7,6.9,30244,156,407,12,2.9,0.84,4686|4927|5976|6396|7514|8570|9631|29074|55110|55746|84248|220988,NCBP1|NUP88|UPF1|SEC13|XPO1|KHSRP|NUP155|MRPL18|MAGOHB|NUP133|FYTTD1|HNRNPA3,-4.4
MyList,GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-5.8,3.1,5.9,30244,544,407,23,5.7,1.1,2181|3301|3320|5478|5573|5784|5905|6950|7514|7531|9530|10075|10155|10399|10497|10575|10576|10694|10802|10961|23255|26056|89866,ACSL3|DNAJA1|HSP90AA1|PPIA|PRKAR1A|PTPN14|RANGAP1|TCP1|XPO1|YWHAE|BAG4|HUWE1|TRIM28|RACK1|UNC13B|CCT4|CCT2|CCT8|SEC24A|ERP29|MTCL1|RAB11FIP5|SEC16B,-4.3
MyList,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-5.7,3.6,6.1,30244,391,407,19,4.7,1,81|1499|4430|4643|4747|4927|5537|7514|7846|9321|9919|10342|22820|26286|55288|79443|85440|89866|157769,ACTN4|CTNNB1|MYO1B|MYO1E|NEFL|NUP88|PPP6C|XPO1|TUBA1A|TRIP11|SEC16A|TFG|COPG1|ARFGAP3|RHOT1|FYCO1|DOCK7|SEC16B|FAM91A1,-4.3
MyList,Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-5.7,4.2,6.3,30244,285,407,16,3.9,0.96,4686|4927|5437|6396|6629|6632|7536|9631|11052|23517|51340|55110|55746|84248|85313|220988,NCBP1|NUP88|POLR2H|SEC13|SNRPB2|SNRPD1|SF1|NUP155|CPSF6|MTREX|CRNKL1|MAGOHB|NUP133|FYTTD1|PPIL4|HNRNPA3,-4.3
