"Gene_A","Gene_B","interaction","name","Name_A","Name_B","SCORE","selected","shared interaction","shared name","source","support","target","TYPE"
"22938","5411","Direct","","SNW1","PNN","438","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.414,coexpression:0.170,textmining:0.119"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""30021884,20467437"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS"", ""String_Score_Physical"": 438, ""String_Score_Combined"": 588}","5411","Direct"
"22938","79576","Direct","","SNW1","NKAP","800","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.791,coexpression:0.087"", ""String_Score_Physical"": 800, ""String_Score_Combined"": 817}","79576","Direct"
"22938","9541","Direct","","SNW1","CIR1","847","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.840,textmining:0.499,coexpression:0.061"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""10644367"", ""BioGrid_Type"": ""Two-hybrid,Affinity Capture-Western"", ""String_Score_Physical"": 847, ""String_Score_Combined"": 928}","9541","Direct"
"22938","9716","Direct","","SNW1","AQR","990","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.909,database:0.896,textmining:0.478,coexpression:0.131"", ""InWeb_IM"": ""experimental"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781,20467437"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.999735625"", ""String_Score_Physical"": 990, ""String_Score_Combined"": 995}","9716","Direct"
"22938","9939","Direct","","SNW1","RBM8A","800","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.791,textmining:0.103,coexpression:0.027"", ""String_Score_Physical"": 800, ""String_Score_Combined"": 825}","9939","Direct"
"22938","9987","Direct","","SNW1","HNRNPDL","347","false","Direct","","22938","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.320,textmining:0.306,coexpression:0.078"", ""String_Score_Physical"": 347, ""String_Score_Combined"": 582}","9987","Direct"
"1104","22985","Direct","","RCC1","ACIN1","271","false","Direct","","1104","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.240,coexpression:0.042"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""22939629"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.78"", ""String_Score_Physical"": 271, ""String_Score_Combined"": 301}","22985","Direct"
"22985","5411","Direct","","ACIN1","PNN","489","false","Direct","","22985","{""StringDB"": ""physical"", ""StringEvidence"": ""textmining:0.532,experiments:0.467,coexpression:0.174"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781,30021884,28514442"", ""BioGrid_Type"": ""Proximity Label-MS,Affinity Capture-MS"", ""BioGrid_Score"": ""0.999417303,0.998119037"", ""String_Score_Physical"": 489, ""String_Score_Combined"": 802}","5411","Direct"
"1108","22938","Direct","","CHD4","SNW1","417","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.392,coexpression:0.166"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32744500,28977666,20467437"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 417, ""String_Score_Combined"": 513}","22938","Direct"
"22985","5930","Direct","","ACIN1","RBBP6","208","false","Direct","","22985","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32460013"", ""BioGrid_Type"": ""Affinity Capture-MS""}","5930","Direct"
"1108","22984","Direct","","CHD4","PDCD11","284","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.254,coexpression:0.067"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 284, ""String_Score_Combined"": 332}","22984","Direct"
"22985","6294","Direct","","ACIN1","SAFB","414","false","Direct","","22985","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.389,textmining:0.346,coexpression:0.257"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""26344197,22939629"", ""BioGrid_Type"": ""Co-fractionation"", ""BioGrid_Score"": ""0.084014636,0.773"", ""String_Score_Physical"": 414, ""String_Score_Combined"": 715}","6294","Direct"
"1108","22985","Direct","","CHD4","ACIN1","270","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,coexpression:0.156"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""32744500,28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 383}","22985","Direct"
"22985","79576","Direct","","ACIN1","NKAP","208","false","Direct","","22985","{""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.951723319""}","79576","Direct"
"1108","24144","Direct","","CHD4","TFIP11","285","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.255,coexpression:0.086"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 285, ""String_Score_Combined"": 346}","24144","Direct"
"22985","9939","Direct","","ACIN1","RBM8A","208","false","Direct","","22985","{""StringDB"": ""functional"", ""StringEvidence"": ""textmining:0.529,coexpression:0.081"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35271311"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Combined"": 585, ""String_Score_Physical"": 208}","9939","Direct"
"1108","27339","Direct","","CHD4","PRPF19","316","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""coexpression:0.289,experiments:0.287"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 316, ""String_Score_Combined"": 513}","27339","Direct"
"24144","27339","Direct","","TFIP11","PRPF19","937","false","Direct","","24144","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.935,textmining:0.367,coexpression:0.043"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""33961781,28514442"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""BioGrid_Score"": ""0.998976999,0.998952627"", ""String_Score_Physical"": 937, ""String_Score_Combined"": 962}","27339","Direct"
"1108","2969","Direct","","CHD4","GTF2I","208","false","Direct","","1108","{""StringDB"": ""functional"", ""StringEvidence"": ""coexpression:0.142,textmining:0.070"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""35831314"", ""BioGrid_Type"": ""Co-fractionation"", ""String_Score_Combined"": 235, ""String_Score_Physical"": 208}","2969","Direct"
"24144","3184","Direct","","TFIP11","HNRNPD","250","false","Direct","","24144","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.219,textmining:0.030,coexpression:0.024"", ""String_Score_Physical"": 250, ""String_Score_Combined"": 290}","3184","Direct"
"1108","3184","Direct","","CHD4","HNRNPD","321","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.292,coexpression:0.048,textmining:0.002"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 321, ""String_Score_Combined"": 354}","3184","Direct"
"24144","5411","Direct","","TFIP11","PNN","347","false","Direct","","24144","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.320,coexpression:0.097"", ""String_Score_Physical"": 347, ""String_Score_Combined"": 411}","5411","Direct"
"1108","3189","Direct","","CHD4","HNRNPH3","270","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239,coexpression:0.084"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 331}","3189","Direct"
"24144","5725","Direct","","TFIP11","PTBP1","294","false","Direct","","24144","{""InWeb_IM"": ""inference""}","5725","Direct"
"1108","4069","Direct","","CHD4","LYZ","270","false","Direct","","1108","{""StringDB"": ""physical"", ""StringEvidence"": ""experiments:0.239"", ""BioGrid"": ""physical"", ""BioGrid_PubMed"": ""28977666"", ""BioGrid_Type"": ""Affinity Capture-MS"", ""String_Score_Physical"": 270, ""String_Score_Combined"": 270}","4069","Direct"
