ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0035821	modulation of process of another organism	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	SYK	1
GO:0043923	positive regulation by host of viral transcription	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0044793	negative regulation by host of viral process	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0051412	response to corticosterone	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	FOXO3	1
GO:0051782	negative regulation of cell division	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	AURKB	1
GO:0060382	regulation of DNA strand elongation	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0071360	cellular response to exogenous dsRNA	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	CGAS	1
GO:1901550	regulation of endothelial cell development	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	F11R	1
GO:1902170	cellular response to reactive nitrogen species	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	CDK2	1
GO:1903140	regulation of establishment of endothelial barrier	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	F11R	1
GO:1903541	regulation of exosomal secretion	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	SDC1	1
GO:1904355	positive regulation of telomere capping	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	AURKB	1
GO:1905962	glutamatergic neuron differentiation	1/53	17/18888	0.0466656236828531	0.261316971114348	0.225721565428831	ZHX2	1
GO:1903532	positive regulation of secretion by cell	3/53	288/18888	0.0470180485003557	0.261316971114348	0.225721565428831	KMO/SDC1/SYK	3
GO:0032479	regulation of type I interferon production	2/53	124/18888	0.0474085932852933	0.261316971114348	0.225721565428831	CGAS/SYK	2
GO:0032606	type I interferon production	2/53	124/18888	0.0474085932852933	0.261316971114348	0.225721565428831	CGAS/SYK	2
GO:0034502	protein localization to chromosome	2/53	124/18888	0.0474085932852933	0.261316971114348	0.225721565428831	AURKB/MDC1	2
GO:0051321	meiotic cell cycle	3/53	291/18888	0.0482280010992894	0.261316971114348	0.225721565428831	CDK2/FANCD2/TOP2A	3
GO:0051402	neuron apoptotic process	3/53	292/18888	0.0486347349137606	0.261316971114348	0.225721565428831	COL6A3/FOXO3/PRODH	3
GO:0048285	organelle fission	4/53	493/18888	0.0492479915115979	0.261316971114348	0.225721565428831	AURKB/FANCD2/TOP2A/UHRF1	4
GO:0009223	pyrimidine deoxyribonucleotide catabolic process	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	DUT	1
GO:0010421	hydrogen peroxide-mediated programmed cell death	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	FOXO3	1
GO:0032328	alanine transport	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	SLC6A6	1
GO:0032604	granulocyte macrophage colony-stimulating factor production	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	SYK	1
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	SYK	1
GO:0032930	positive regulation of superoxide anion generation	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	SYK	1
GO:0044030	regulation of DNA methylation	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	MBD3	1
GO:1901970	positive regulation of mitotic sister chromatid separation	1/53	18/18888	0.0493431035167149	0.261316971114348	0.225721565428831	AURKB	1
GO:1901293	nucleoside phosphate biosynthetic process	3/53	295/18888	0.0498651495097434	0.261316971114348	0.225721565428831	DUT/KMO/TK1	3
GO:0019079	viral genome replication	2/53	129/18888	0.0508757654191961	0.261316971114348	0.225721565428831	NUCKS1/TOP2A	2
GO:0051225	spindle assembly	2/53	129/18888	0.0508757654191961	0.261316971114348	0.225721565428831	AURKB/UHRF1	2
GO:0002218	activation of innate immune response	3/53	298/18888	0.0511108289653126	0.261316971114348	0.225721565428831	AURKB/CGAS/SYK	3
GO:0002281	macrophage activation involved in immune response	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	SYK	1
GO:0002283	neutrophil activation involved in immune response	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	SYK	1
GO:0006390	mitochondrial transcription	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	FOXO3	1
GO:0009163	nucleoside biosynthetic process	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	TK1	1
GO:0033003	regulation of mast cell activation	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	HAVCR1	1
GO:0034404	nucleobase-containing small molecule biosynthetic process	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	TK1	1
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	TOP2A	1
GO:0045780	positive regulation of bone resorption	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	SYK	1
GO:0170044	non-proteinogenic amino acid catabolic process	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	PRODH	1
GO:1901978	positive regulation of cell cycle checkpoint	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	AURKB	1
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	FOXO3	1
GO:2000774	positive regulation of cellular senescence	1/53	19/18888	0.0520132050277698	0.261316971114348	0.225721565428831	CGAS	1
GO:0007052	mitotic spindle organization	2/53	131/18888	0.0522876863557678	0.261316971114348	0.225721565428831	AURKB/UHRF1	2
GO:0007127	meiosis I	2/53	131/18888	0.0522876863557678	0.261316971114348	0.225721565428831	FANCD2/TOP2A	2
GO:0051054	positive regulation of DNA metabolic process	3/53	301/18888	0.0523717010612518	0.261316971114348	0.225721565428831	AURKB/CDK2/UIMC1	3
GO:0045621	positive regulation of lymphocyte differentiation	2/53	133/18888	0.053713627171584	0.261316971114348	0.225721565428831	FOXO3/SYK	2
GO:0051384	response to glucocorticoid	2/53	134/18888	0.0544317941099966	0.261316971114348	0.225721565428831	FOXO3/SDC1	2
GO:0000076	DNA replication checkpoint signaling	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	MDC1	1
GO:0002902	regulation of B cell apoptotic process	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	AURKB	1
GO:0014048	regulation of glutamate secretion	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	KMO	1
GO:0015812	gamma-aminobutyric acid transport	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	SLC6A6	1
GO:0032303	regulation of icosanoid secretion	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	SYK	1
GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	TOP2A	1
GO:0044794	positive regulation by host of viral process	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0071731	response to nitric oxide	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	CDK2	1
GO:0097468	programmed cell death in response to reactive oxygen species	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	FOXO3	1
GO:1903376	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	PRODH	1
GO:1990182	exosomal secretion	1/53	20/18888	0.054675948158489	0.261316971114348	0.225721565428831	SDC1	1
GO:0030218	erythrocyte differentiation	2/53	135/18888	0.0551533931182016	0.261316971114348	0.225721565428831	DIAPH3/FOXO3	2
GO:0030168	platelet activation	2/53	136/18888	0.0558784001132797	0.261316971114348	0.225721565428831	F11R/SYK	2
GO:0030217	T cell differentiation	3/53	310/18888	0.056244721885899	0.261316971114348	0.225721565428831	FANCD2/FOXO3/SYK	3
GO:0044403	biological process involved in symbiotic interaction	3/53	311/18888	0.0566833660270959	0.261316971114348	0.225721565428831	F11R/HAVCR1/NUCKS1	3
GO:0051047	positive regulation of secretion	3/53	312/18888	0.0571236610366416	0.261316971114348	0.225721565428831	KMO/SDC1/SYK	3
GO:0006244	pyrimidine nucleotide catabolic process	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	DUT	1
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	DUT	1
GO:0019370	leukotriene biosynthetic process	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	SYK	1
GO:0032928	regulation of superoxide anion generation	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	SYK	1
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	AURKB	1
GO:0071605	monocyte chemotactic protein-1 production	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	SYK	1
GO:0071637	regulation of monocyte chemotactic protein-1 production	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	SYK	1
GO:0071800	podosome assembly	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	DIAPH3	1
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	AURKB	1
GO:0097734	extracellular exosome biogenesis	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	SDC1	1
GO:1903504	regulation of mitotic spindle checkpoint	1/53	21/18888	0.0573313527984931	0.261316971114348	0.225721565428831	AURKB	1
GO:0030048	actin filament-based movement	2/53	138/18888	0.0573385422497107	0.261316971114348	0.225721565428831	PKP2/WIPF1	2
GO:0061982	meiosis I cell cycle process	2/53	139/18888	0.0580736297414392	0.261316971114348	0.225721565428831	FANCD2/TOP2A	2
GO:0001832	blastocyst growth	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	GINS4	1
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	SYK	1
GO:0033630	positive regulation of cell adhesion mediated by integrin	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	SYK	1
GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	PRODH	1
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	SYK	1
GO:0043249	erythrocyte maturation	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	DIAPH3	1
GO:0060008	Sertoli cell differentiation	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	SDC1	1
GO:0090231	regulation of spindle checkpoint	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	AURKB	1
GO:0140861	DNA repair-dependent chromatin remodeling	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	UIMC1	1
GO:0150105	protein localization to cell-cell junction	1/53	22/18888	0.0599794387846955	0.261316971114348	0.225721565428831	F11R	1
GO:0034101	erythrocyte homeostasis	2/53	144/18888	0.0617982876477045	0.261316971114348	0.225721565428831	DIAPH3/FOXO3	2
GO:0060070	canonical Wnt signaling pathway	3/53	323/18888	0.0620749849855683	0.261316971114348	0.225721565428831	CTHRC1/FOXO3/SDC1	3
GO:0090090	negative regulation of canonical Wnt signaling pathway	2/53	145/18888	0.0625528997549337	0.261316971114348	0.225721565428831	CTHRC1/FOXO3	2
GO:0002223	stimulatory C-type lectin receptor signaling pathway	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	SYK	1
GO:0006837	serotonin transport	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	SYK	1
GO:0009219	pyrimidine deoxyribonucleotide metabolic process	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	DUT	1
GO:0045591	positive regulation of regulatory T cell differentiation	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	FOXO3	1
GO:0051590	positive regulation of neurotransmitter transport	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	KMO	1
GO:0071359	cellular response to dsRNA	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	CGAS	1
GO:0140112	extracellular vesicle biogenesis	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	SDC1	1
GO:1990840	response to lectin	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	SYK	1
GO:1990858	cellular response to lectin	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	SYK	1
GO:2000042	negative regulation of double-strand break repair via homologous recombination	1/53	23/18888	0.0626202259014351	0.261316971114348	0.225721565428831	CGAS	1
GO:0022409	positive regulation of cell-cell adhesion	3/53	325/18888	0.0629963229642081	0.261316971114348	0.225721565428831	F11R/FOXO3/SYK	3
GO:1902105	regulation of leukocyte differentiation	3/53	328/18888	0.0643903721376623	0.261316971114348	0.225721565428831	FANCD2/FOXO3/SYK	3
GO:0006213	pyrimidine nucleoside metabolic process	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	TK1	1
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	DUT	1
GO:0009651	response to salt stress	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	KMO	1
GO:0031145	anaphase-promoting complex-dependent catabolic process	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	CDK2	1
GO:0042430	indole-containing compound metabolic process	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	KMO	1
GO:0043302	positive regulation of leukocyte degranulation	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	SYK	1
GO:0046628	positive regulation of insulin receptor signaling pathway	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0046641	positive regulation of alpha-beta T cell proliferation	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	SYK	1
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	AURKB	1
GO:0051957	positive regulation of amino acid transport	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	KMO	1
GO:0090103	cochlea morphogenesis	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	CTHRC1	1
GO:2000810	regulation of bicellular tight junction assembly	1/53	24/18888	0.0652537338806146	0.261316971114348	0.225721565428831	F11R	1
GO:2000377	regulation of reactive oxygen species metabolic process	2/53	149/18888	0.0656028469504658	0.261316971114348	0.225721565428831	FOXO3/SYK	2
GO:0120161	regulation of cold-induced thermogenesis	2/53	151/18888	0.0671464007389785	0.261316971114348	0.225721565428831	SCD/SYK	2
GO:0046394	carboxylic acid biosynthetic process	3/53	334/18888	0.0672214921467608	0.261316971114348	0.225721565428831	KMO/SCD/SYK	3
GO:0071214	cellular response to abiotic stimulus	3/53	334/18888	0.0672214921467608	0.261316971114348	0.225721565428831	AURKB/F11R/NUCKS1	3
GO:0104004	cellular response to environmental stimulus	3/53	334/18888	0.0672214921467608	0.261316971114348	0.225721565428831	AURKB/F11R/NUCKS1	3
GO:0031445	regulation of heterochromatin formation	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	CDK2	1
GO:0038095	Fc-epsilon receptor signaling pathway	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	SYK	1
GO:0042659	regulation of cell fate specification	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	MBD3	1
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	PKP2	1
GO:0120261	regulation of heterochromatin organization	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	CDK2	1
GO:1901659	glycosyl compound biosynthetic process	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	TK1	1
GO:2000353	positive regulation of endothelial cell apoptotic process	1/53	25/18888	0.0678799824018368	0.261316971114348	0.225721565428831	FOXO3	1
GO:0106106	cold-induced thermogenesis	2/53	152/18888	0.0679227436045926	0.261316971114348	0.225721565428831	SCD/SYK	2
GO:0016053	organic acid biosynthetic process	3/53	337/18888	0.068658379437874	0.261316971114348	0.225721565428831	KMO/SCD/SYK	3
GO:0009411	response to UV	2/53	154/18888	0.0694844494148168	0.261316971114348	0.225721565428831	AURKB/COL6A3	2
GO:0030010	establishment of cell polarity	2/53	154/18888	0.0694844494148168	0.261316971114348	0.225721565428831	SAPCD2/DIAPH3	2
GO:0001783	B cell apoptotic process	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	AURKB	1
GO:0002092	positive regulation of receptor internalization	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	SYK	1
GO:0009065	glutamine family amino acid catabolic process	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	PRODH	1
GO:0009435	NAD biosynthetic process	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	KMO	1
GO:0035902	response to immobilization stress	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	FOXO3	1
GO:0042537	benzene-containing compound metabolic process	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	KMO	1
GO:0044827	modulation by host of viral genome replication	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	NUCKS1	1
GO:0046629	gamma-delta T cell activation	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	SYK	1
GO:1900078	positive regulation of cellular response to insulin stimulus	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	NUCKS1	1
GO:1904353	regulation of telomere capping	1/53	26/18888	0.0704989910925378	0.261316971114348	0.225721565428831	AURKB	1
GO:0007043	cell-cell junction assembly	2/53	156/18888	0.0710580339796054	0.261316971114348	0.225721565428831	F11R/PKP2	2
GO:0031960	response to corticosteroid	2/53	156/18888	0.0710580339796054	0.261316971114348	0.225721565428831	FOXO3/SDC1	2
GO:0046718	symbiont entry into host cell	2/53	156/18888	0.0710580339796054	0.261316971114348	0.225721565428831	F11R/HAVCR1	2
GO:0006865	amino acid transport	2/53	158/18888	0.0726433210302	0.264946644179193	0.228856820987235	KMO/SLC6A6	2
GO:0007026	negative regulation of microtubule depolymerization	1/53	27/18888	0.0731107795281279	0.264946644179193	0.228856820987235	DIAPH3	1
GO:0010758	regulation of macrophage chemotaxis	1/53	27/18888	0.0731107795281279	0.264946644179193	0.228856820987235	MTUS1	1
GO:0032753	positive regulation of interleukin-4 production	1/53	27/18888	0.0731107795281279	0.264946644179193	0.228856820987235	SYK	1
GO:0051984	positive regulation of chromosome segregation	1/53	27/18888	0.0731107795281279	0.264946644179193	0.228856820987235	AURKB	1
GO:0009264	deoxyribonucleotide catabolic process	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	DUT	1
GO:0010165	response to X-ray	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	NUCKS1	1
GO:0014047	glutamate secretion	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	KMO	1
GO:0019359	nicotinamide nucleotide biosynthetic process	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	KMO	1
GO:0019363	pyridine nucleotide biosynthetic process	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	KMO	1
GO:0043304	regulation of mast cell degranulation	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	SYK	1
GO:0046386	deoxyribose phosphate catabolic process	1/53	28/18888	0.0757153672321206	0.268147926808031	0.231622039500522	DUT	1
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	2/53	163/18888	0.0766565940914081	0.268147926808031	0.231622039500522	AURKB/CGAS	2
GO:0007292	female gamete generation	2/53	163/18888	0.0766565940914081	0.268147926808031	0.231622039500522	FOXO3/TOP2A	2
GO:0044409	symbiont entry into host	2/53	163/18888	0.0766565940914081	0.268147926808031	0.231622039500522	F11R/HAVCR1	2
GO:0051017	actin filament bundle assembly	2/53	163/18888	0.0766565940914081	0.268147926808031	0.231622039500522	DIAPH3/F11R	2
GO:0170033	L-amino acid metabolic process	2/53	163/18888	0.0766565940914081	0.268147926808031	0.231622039500522	KMO/PRODH	2
GO:1901990	regulation of mitotic cell cycle phase transition	3/53	356/18888	0.0780819597898606	0.268147926808031	0.231622039500522	AURKB/CDK2/UIMC1	3
GO:1990778	protein localization to cell periphery	3/53	356/18888	0.0780819597898606	0.268147926808031	0.231622039500522	SAPCD2/F11R/PKP2	3
GO:0051494	negative regulation of cytoskeleton organization	2/53	165/18888	0.0782814737906539	0.268147926808031	0.231622039500522	DIAPH3/F11R	2
GO:0098901	regulation of cardiac muscle cell action potential	1/53	29/18888	0.0783127736762723	0.268147926808031	0.231622039500522	PKP2	1
GO:1904376	negative regulation of protein localization to cell periphery	1/53	29/18888	0.0783127736762723	0.268147926808031	0.231622039500522	SAPCD2	1
GO:1905820	positive regulation of chromosome separation	1/53	29/18888	0.0783127736762723	0.268147926808031	0.231622039500522	AURKB	1
GO:0001678	intracellular glucose homeostasis	2/53	166/18888	0.0790980222156752	0.268147926808031	0.231622039500522	FOXO3/NUCKS1	2
GO:0062207	regulation of pattern recognition receptor signaling pathway	2/53	166/18888	0.0790980222156752	0.268147926808031	0.231622039500522	AURKB/CGAS	2
GO:0046942	carboxylic acid transport	3/53	358/18888	0.07910578716414	0.268147926808031	0.231622039500522	KMO/SLC6A6/SYK	3
GO:0015849	organic acid transport	3/53	359/18888	0.079619936279764	0.268147926808031	0.231622039500522	KMO/SLC6A6/SYK	3
GO:0061572	actin filament bundle organization	2/53	167/18888	0.0799172816048343	0.268147926808031	0.231622039500522	DIAPH3/F11R	2
GO:0002230	positive regulation of defense response to virus by host	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	CGAS	1
GO:0031571	mitotic G1 DNA damage checkpoint signaling	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	CDK2	1
GO:0038094	Fc-gamma receptor signaling pathway	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	SYK	1
GO:0039694	viral RNA genome replication	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	TOP2A	1
GO:0044819	mitotic G1/S transition checkpoint signaling	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	CDK2	1
GO:0050482	arachidonic acid secretion	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	SYK	1
GO:1903963	arachidonate transport	1/53	30/18888	0.0809030182807132	0.268147926808031	0.231622039500522	SYK	1
GO:0002696	positive regulation of leukocyte activation	3/53	362/18888	0.0811712794670063	0.268147926808031	0.231622039500522	FOXO3/HAVCR1/SYK	3
GO:1902904	negative regulation of supramolecular fiber organization	2/53	169/18888	0.0815638495722916	0.268147926808031	0.231622039500522	DIAPH3/F11R	2
GO:1990845	adaptive thermogenesis	2/53	169/18888	0.0815638495722916	0.268147926808031	0.231622039500522	SCD/SYK	2
GO:0045089	positive regulation of innate immune response	3/53	365/18888	0.0827358855317935	0.268147926808031	0.231622039500522	AURKB/CGAS/SYK	3
GO:0001945	lymph vessel development	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	SYK	1
GO:0002431	Fc receptor mediated stimulatory signaling pathway	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	SYK	1
GO:0010765	positive regulation of sodium ion transport	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	PKP2	1
GO:0030262	apoptotic nuclear changes	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	TOP2A	1
GO:0031114	regulation of microtubule depolymerization	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	DIAPH3	1
GO:0033688	regulation of osteoblast proliferation	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	CTHRC1	1
GO:0045070	positive regulation of viral genome replication	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	TOP2A	1
GO:0072525	pyridine-containing compound biosynthetic process	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	KMO	1
GO:0090322	regulation of superoxide metabolic process	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	SYK	1
GO:2000191	regulation of fatty acid transport	1/53	31/18888	0.0834861204140852	0.268147926808031	0.231622039500522	SYK	1
GO:0006221	pyrimidine nucleotide biosynthetic process	1/53	32/18888	0.0860620993936712	0.273593835156863	0.236326131058136	DUT	1
GO:0009072	aromatic amino acid metabolic process	1/53	32/18888	0.0860620993936712	0.273593835156863	0.236326131058136	KMO	1
GO:0010644	cell communication by electrical coupling	1/53	32/18888	0.0860620993936712	0.273593835156863	0.236326131058136	PKP2	1
GO:0042219	cellular modified amino acid catabolic process	1/53	32/18888	0.0860620993936712	0.273593835156863	0.236326131058136	PRODH	1
GO:0002262	myeloid cell homeostasis	2/53	177/18888	0.0882544151382681	0.274050500710241	0.236720591713127	DIAPH3/FOXO3	2
GO:0030178	negative regulation of Wnt signaling pathway	2/53	177/18888	0.0882544151382681	0.274050500710241	0.236720591713127	CTHRC1/FOXO3	2
GO:0072331	signal transduction by p53 class mediator	2/53	177/18888	0.0882544151382681	0.274050500710241	0.236720591713127	AURKB/FOXO3	2
GO:0001556	oocyte maturation	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	FOXO3	1
GO:0002862	negative regulation of inflammatory response to antigenic stimulus	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	SYK	1
GO:0006536	glutamate metabolic process	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	PRODH	1
GO:0006921	cellular component disassembly involved in execution phase of apoptosis	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	TOP2A	1
GO:0019934	cGMP-mediated signaling	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	CGAS	1
GO:0045648	positive regulation of erythrocyte differentiation	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	FOXO3	1
GO:0051497	negative regulation of stress fiber assembly	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	F11R	1
GO:0051973	positive regulation of telomerase activity	1/53	33/18888	0.0886309744855324	0.274050500710241	0.236720591713127	AURKB	1
GO:0050867	positive regulation of cell activation	3/53	380/18888	0.0907541566041427	0.277447928190602	0.239655237121069	FOXO3/HAVCR1/SYK	3
GO:0006691	leukotriene metabolic process	1/53	34/18888	0.0911927649046395	0.277447928190602	0.239655237121069	SYK	1
GO:0071353	cellular response to interleukin-4	1/53	34/18888	0.0911927649046395	0.277447928190602	0.239655237121069	MCM2	1
GO:0086004	regulation of cardiac muscle cell contraction	1/53	34/18888	0.0911927649046395	0.277447928190602	0.239655237121069	PKP2	1
GO:0086019	cell-cell signaling involved in cardiac conduction	1/53	34/18888	0.0911927649046395	0.277447928190602	0.239655237121069	PKP2	1
GO:0071478	cellular response to radiation	2/53	181/18888	0.0916599992334425	0.277447928190602	0.239655237121069	AURKB/NUCKS1	2
GO:0001659	temperature homeostasis	2/53	183/18888	0.0933773078949284	0.277447928190602	0.239655237121069	SCD/SYK	2
GO:0000132	establishment of mitotic spindle orientation	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SAPCD2	1
GO:0002446	neutrophil mediated immunity	1/53	35/18888	0.0937474898150064	0.277447928190602	0.239655237121069	SYK	1
